ZCTA,Corresponding Counties,Total Estimated Population,2010 Child Population Estimate (Under 18),2011 Child Population Estimate (Under 18),2012 Child Population Estimate (Under 18),2013 Child Population Estimate (Under 18),2014 Child Population Estimate (Under 18),2010 - 2014 Aggregated Child Population Estimate (under 18),2010 Child Population Estimate (5 and Under),2011 Child Population Estimate (5 and Under),2012 Child Population Estimate (5 and Under),2013 Child Population Estimate (5 and Under),2014 Child Population Estimate (5 and Under)-Please calculate a mean estimate for 2014,2010 - 2014 Aggregated Child Population Estimate (5 and Under)-Estimate the pop mean average for 2010-2014,Not Hispanic or Latino,"Non-Hispanic, White Alone","Non-Hispanic, Black or African American Alone","Non-Hispanic, American Indian and Alaska Native Alone","Non-Hispanic, Asian Alone","Non-Hispanic, Native Hawaiian and Pacific Islander Alone","Non-Hispanic, Other Alone","Non-Hispanic, Two or More Races",Hispanic or Latino,"Hispanic or Latino, White Alone","Hispanic or Latino, Black or African American Alone","Hispanic or Latino, American Indian and Alaska Native Alone","Hispanic or Latino, Asian Alone","Hispanic or Latino, Native Hawaiian and Pacific Islander Alone","Hispanic or Latino, Other Alone","Hispanic or Latino, Two or More Races",Total Estimated Households,"Estimated Family Households with Female Householder,No Husband Present, Children < 18",Total Estimated Child Population Under 18,Total Children in Poverty Under 18,Rate of Child Poverty Under 18,Total Poverty for Children under 3,poverty children 4 and 5,Poverty 5 years,Total Estimated Children 5 and Under,Under 5 in poverty (male),5 Years in poverty (male),6 to 11 in Poverty (male),12 to 14 in Poverty (male),15 years in Poverty (male),16 and 17 in Poverty (male),Under 5 in Poverty (female),5 Years in Poverty (female),6 to 11 in Poverty (female),12 to 14 in Poverty (female),15 years in Poverty (female),16 and 17 in Poverty (female),Children 5 and under in poverty,Rate of Child Poverty 5 and Under,Column172,Birth and Married,No Birth and Married,Birth and Unmarried,No Birth and Unmarried,Number of Teen Births (15-19yrs),Total Female Population (15-19yrs),Weighted Teen Birth (999 as no data),Rate of Teen Birth(15-19yrs),Column1,Zipcode,Unique Clients Admitted for Substance Abuse Treatment (*=supressed),Number of state funded substance abuse service types utilized within a zip code,Drug- Related Offenses,Family Violence Offenses (2014),Rate of Substane Abuse Treatments,Child Abuse and Neglect Related Fatalities (2010-2014),5yr. Aggregated Child Population Estimate (2010 - 2014),Rate of Child Abuse and Neglect Related Fatalities (Under 18),Total Substantiated Child Abuse Cases (Under age 18),5yr. Aggregated Child Population Estimate (under 18) 2010 - 2014,Rate of Substantiated Child Abuse Cases (Under age 18),Total Substantiated Child Abuse Cases (5 and Under),Rate of Substantiated Child Abuse Cases (5 and Under),Poverty Ranking for Children < 18,Poverty Ranking for Children < 5,Teen Birth Ranking (15-19yrs),Substance Abuse Ranking,Child Abuse and Neglect Related Fatalities Ranking,Substantiated Child Abuse Ranking < 18,Substantiated Child Abuse Ranking < 6,Mean of Rankings (all),Final Risk Ranking,geometry
78583,Cameron County,5799,1934,1296,1266,1129,1496,1424,474,355,337,305,386,371,1465,1394,13,9,11,0,0,38,4334,4213,0,0,0,0,91,30,2018,81,1266,343,27.10%,229,74,34,337,51,18,112,18,11,14,13,0,31,42,0,33,82,24.00%,ZCTA5 78583,29,0,0,271,29,300,0.096666667,9.70%,ZCTA5 78583,78583,*,1,,,0.038461538,0,1424,0,116,1424,0.081448479,51,0.137303658,1201,909,1389,703,651.5,1651,1678,1168.928571,1516,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.466876,26.177254,0.0 -97.605443,26.198149,0.0 -97.57575,26.306473,0.0 -97.411339,26.374107,0.0 -97.332158,26.23444,0.0 -97.384396,26.1943,0.0 -97.466876,26.177254,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78584,Starr County,17893,6078,6568,6217,6096,6297,6251,1679,2049,2040,1832,1945,1909,245,129,5,13,44,0,0,54,17648,16772,9,0,0,0,811,56,4948,895,6217,3506,56.40%,1151,651,238,2040,411,117,632,264,126,195,638,63,431,271,71,287,1229,60.00%,ZCTA5 78584,31,0,0,923,31,954,0.032494759,3.20%,ZCTA5 78584,78584,32,10,,,0.384615385,0,6251,0,270,6251,0.04319227,123,0.064434677,1753,1669,1049,1556,651.5,904,953.5,1219.428571,1598,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-99.169274,26.571511,0.0 -98.954275,26.78596,0.0 -98.851449,26.78541,0.0 -98.927881,26.394453,0.0 -99.085144,26.398852,0.0 -99.169274,26.571511,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78585,Starr County,289,118,111,83,24,95,86,35,15,13,0,19,16,20,20,0,0,0,0,0,0,269,269,0,0,0,0,0,0,114,2,83,0,0.00%,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,ZCTA5 78585,0,0,0,49,0,49,0,0.00%,ZCTA5 78585,78585,0,0,,,0,0,86,0,3,86,0.034827776,1,0.060706512,83,119,425.5,226.5,651.5,713,1178.5,485.2857143,252,
78586,Cameron County,58144,19780,18290,19258,19792,19456,19315,5236,5884,6733,6242,6181,6055,4199,4006,32,18,70,0,0,73,53945,46686,141,100,39,0,6397,582,15513,1799,19295,9719,50.40%,3331,2195,1207,6733,1721,348,1573,772,150,431,1115,258,1553,907,419,472,3442,51.00%,ZCTA5 78586,36,83,180,2033,216,2332,0.092624357,9.30%,ZCTA5 78586,78586,61,10,,,0.384615385,1,19315,0.0000518,1530,19315,0.079211941,707,0.116758173,1715,1555,1370,1320,1309,1556,1452,1468.142857,1855,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.673627,26.154709,0.0 -97.625239,26.256985,0.0 -97.713768,26.248187,0.0 -97.784151,26.336716,0.0 -97.57575,26.306473,0.0 -97.605443,26.198149,0.0 -97.466876,26.177254,0.0 -97.580149,26.081027,0.0 -97.665929,26.029889,0.0 -97.764906,26.044735,0.0 -97.673627,26.154709,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78588,Starr County,111,48,35,30,6,34,31,7,23,24,0,16,14,0,0,0,0,0,0,0,0,111,104,0,0,0,0,7,0,56,0,30,0,0.00%,0,13,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,ZCTA5 78588,0,0,0,0,0,0,0,0,ZCTA5 78588,78588,0,0,,,0,0,31,0,5,31,0.163250101,3,0.212839636,83,119,0,226.5,651.5,1844,1573.5,749.5833333,676,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-98.50778,26.719426,0.0 -98.448944,26.783761,0.0 -98.42255,26.783761,0.0 -98.320824,26.783211,0.0 -98.370862,26.679285,0.0 -98.433548,26.680385,0.0 -98.50778,26.719426,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78589,Hidalgo County,37773,13588,13451,13246,13367,13449,13420,3822,4983,4723,4849,4726,4621,853,787,4,6,47,0,0,9,36920,35142,131,0,0,0,1383,264,9700,1106,13251,5506,41.60%,2212,1796,715,4723,764,215,1041,318,13,370,957,89,1012,460,129,138,2025,43.00%,ZCTA5 78589,38,93,50,1002,88,1183,0.074387151,7.40%,ZCTA5 78589,78589,18,9,,,0.346153846,1,13420,0.0000745,651,13420,0.048508992,307,0.066442548,1573,1434,1304,1002,1334,1048,1023,1245.428571,1639,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-98.165211,26.082126,0.0 -98.158613,26.245438,0.0 -98.12562,26.241039,0.0 -98.130569,26.141512,0.0 -98.165211,26.082126,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78590,Willacy County,341,92,127,121,122,119,116,25,52,45,30,41,39,34,34,0,0,0,0,0,0,307,291,2,0,0,0,13,1,87,12,121,51,42.10%,8,31,6,45,8,3,12,3,6,3,1,0,7,7,0,1,12,27.00%,ZCTA5 78590,0,0,0,22,0,22,0,0.00%,ZCTA5 78590,78590,*,1,,,0.038461538,0,116,0,19,116,0.163378671,10,0.25885855,1591,985.5,425.5,1783,651.5,1836,1806.5,1297,1706,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.411339,26.374107,0.0 -97.57575,26.306473,0.0 -97.599395,26.393903,0.0 -97.691773,26.453289,0.0 -97.767105,26.597905,0.0 -97.526262,26.600654,0.0 -97.559254,26.511025,0.0 -97.433884,26.49123,0.0 -97.411339,26.374107,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78591,Starr County,219,62,21,17,36,39,35,11,0,0,0,4,3,12,0,0,0,0,0,0,12,207,203,0,0,0,0,4,0,79,0,17,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ZCTA5 78591,0,0,0,5,0,5,0,0.00%,ZCTA5 78591,78591,0,0,,,0,0,35,0,2,35,0.057111876,1,0.330578512,83,0,425.5,226.5,651.5,1780,0,633.3,446,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-98.59081,26.783761,0.0 -98.448944,26.783761,0.0 -98.50778,26.719426,0.0 -98.59081,26.783761,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78592,Cameron County,1050,304,363,376,318,349,342,80,85,93,90,88,87,14,14,0,0,0,0,0,0,1036,842,0,0,0,0,194,0,292,50,376,237,63.00%,26,36,31,93,6,6,37,29,0,5,32,12,47,34,6,23,56,60.00%,ZCTA5 78592,0,0,0,55,0,55,0,0.00%,ZCTA5 78592,78592,*,1,,,0.038461538,1,342,0.00292412,15,342,0.043861805,5,0.057283103,1787,1668,425.5,1257,1829,817,830,1230.5,1620,
78593,Cameron County,5726,2102,1869,1599,1956,1934,1892,547,660,540,694,630,614,199,199,0,0,0,0,0,0,5527,5225,13,0,0,0,289,0,1430,236,1599,956,59.80%,330,153,57,540,202,25,131,125,9,8,158,11,107,41,44,95,396,73.00%,ZCTA5 78593,11,0,26,224,37,261,0.141762452,14.20%,ZCTA5 78593,78593,*,1,,,0.038461538,0,1892,0,123,1892,0.06500808,68,0.110718817,1771,1721.5,1494,730,651.5,1525.5,1577,1352.928571,1762,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.861683,26.311972,0.0 -97.801747,26.233891,0.0 -97.861683,26.230042,0.0 -97.861683,26.311972,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78594,Willacy County,1590,649,588,589,468,592,577,137,170,152,136,153,150,51,0,51,0,0,0,0,0,1539,1539,0,0,0,0,0,0,484,74,589,312,53.00%,93,45,14,152,37,0,0,13,0,30,76,7,78,15,28,28,120,79.00%,ZCTA5 78594,0,0,0,126,0,126,0,0.00%,ZCTA5 78594,78594,0,0,,,0,0,577,0,14,577,0.024251039,8,0.053494795,1740,1727,425.5,226.5,651.5,424,813,858.2142857,888,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.57575,26.306473,0.0 -97.784151,26.336716,0.0 -97.861683,26.348264,0.0 -97.861683,26.372458,0.0 -97.599395,26.393903,0.0 -97.57575,26.306473,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78595,Hidalgo County,6087,2236,1844,1939,2092,2071,2036,609,578,635,696,642,632,9,9,0,0,0,0,0,0,6078,5605,0,0,0,0,473,0,1641,283,1939,1008,52.00%,314,211,110,635,154,36,227,71,28,46,138,11,121,71,53,52,339,53.00%,ZCTA5 78595,0,14,12,375,12,401,0.029925187,3.00%,ZCTA5 78595,78595,*,1,,,0.038461538,0,2036,0,96,2036,0.047142742,52,0.082277939,1731,1590,1036,705,651.5,1052,1229,1142.071429,1471,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-98.586961,26.257535,0.0 -98.567166,26.295476,0.0 -98.55232,26.246538,0.0 -98.586961,26.257535,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78596,Hidalgo County,66125,21274,21533,22186,22295,21946,21847,5923,6798,7167,7420,6991,6860,7306,6764,114,0,298,0,83,47,58819,49598,151,287,0,0,8394,389,18137,2344,22195,10889,49.10%,3502,2348,1317,7167,1151,328,2124,854,212,526,1758,289,1766,1082,328,471,3526,49.00%,ZCTA5 78596,0,147,167,2665,167,2979,0.05605908,5.60%,ZCTA5 78596,78596,21,11,,,0.423076923,0,21847,0,819,21847,0.03748827,408,0.059477581,1703,1529,1207,873,651.5,736,882,1083.071429,1357,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-98.074482,26.036487,0.0 -98.037641,26.271282,0.0 -98.037641,26.288878,0.0 -97.95956,26.228392,0.0 -97.950212,26.061781,0.0 -98.074482,26.036487,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78597,Cameron County,2911,395,307,285,263,327,315,97,118,66,67,93,88,2267,2189,78,0,0,0,0,0,644,446,0,0,0,0,198,0,1708,103,285,137,48.10%,0,66,0,66,59,0,60,18,0,0,0,0,0,0,0,0,59,89.00%,ZCTA5 78597,0,0,0,28,0,28,0,0.00%,ZCTA5 78597,78597,*,4,,,0.153846154,0,315,0,12,315,0.038047775,6,0.06798176,1690,1739,425.5,888,651.5,873,1334,1085.857143,1364,
78598,Willacy County,192,29,48,86,42,57,52,6,6,5,0,5,4,132,109,0,23,0,0,0,0,60,60,0,0,0,0,0,0,90,0,86,76,88.40%,0,5,0,5,0,0,0,0,0,21,0,0,27,0,0,28,0,0.00%,ZCTA5 78598,0,0,0,33,0,33,0,0.00%,ZCTA5 78598,78598,*,1,,,0.038461538,0,52,0,2,52,0.038113882,1,0.227603059,1827,119,425.5,1788,651.5,414,1783,1001.142857,1178,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.526262,26.600654,0.0 -97.446531,26.600104,0.0 -97.433884,26.49123,0.0 -97.559254,26.511025,0.0 -97.526262,26.600654,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78602,Bastrop County,26278,6022,5477,6235,6521,6174,6086,1533,1650,1898,1995,1823,1780,19436,16249,2330,118,234,0,12,493,6842,6201,46,68,0,0,502,25,9025,593,6235,859,13.80%,893,691,314,1898,108,21,145,114,60,72,123,0,98,30,54,34,252,13.00%,ZCTA5 78602,0,0,3,741,3,744,0.004032258,0.40%,ZCTA5 78602,78602,25,9,,,0.346153846,1,6086,0.000164316,420,6086,0.069012903,223,0.125301507,628,563,856,1273,1478.5,1409,1534,1105.928571,1397,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.455879,30.013147,0.0 -97.390444,30.082431,0.0 -97.472375,30.183607,0.0 -97.355252,30.164911,0.0 -97.272772,30.29688,0.0 -97.229332,30.199553,0.0 -97.184243,30.113224,0.0 -97.349204,29.968608,0.0 -97.455879,30.013147,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78605,Burnet County,5011,1333,1330,1318,1064,1294,1268,341,493,448,355,428,413,4003,3747,31,198,27,0,0,0,1008,877,0,0,0,0,37,94,1931,115,1319,340,25.80%,231,129,88,448,61,0,11,0,4,0,55,25,130,10,24,20,141,31.00%,ZCTA5 78605,0,0,11,202,11,213,0.051643192,5.20%,ZCTA5 78605,78605,*,3,,,0.115384615,1,1268,0.000788747,47,1268,0.037071129,19,0.046014337,1145,1133,1182,740,1771,699,670,1048.571429,1289,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-98.08548,30.604258,0.0 -98.097027,30.842351,0.0 -97.927667,30.818707,0.0 -97.970557,30.765919,0.0 -98.049738,30.624053,0.0 -98.066784,30.59271,0.0 -98.08548,30.604258,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78606,Blanco County;Comal County;Kendall County,5379,1154,1293,1270,1314,1276,1261,274,488,464,461,447,427,4215,4072,68,4,37,0,0,34,1164,861,0,148,0,0,155,0,1951,94,1270,184,14.50%,193,166,105,464,44,6,27,0,17,0,36,0,31,14,0,9,86,19.00%,ZCTA5 78606,0,0,0,137,0,137,0,0.00%,ZCTA5 78606,78606,*,4,,,0.153846154,1,1261,0.000792818,34,1261,0.02695582,10,0.023435015,656,731,425.5,728,1776,497,374,741.0714286,665,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-98.29773,30.037891,0.0 -98.356016,29.986754,0.0 -98.413752,29.937815,0.0 -98.532524,30.073633,0.0 -98.588061,30.139068,0.0 -98.587511,30.185806,0.0 -98.491834,30.17206,0.0 -98.236144,30.193505,0.0 -98.25209,30.154464,0.0 -98.29773,30.037891,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78607,Llano County,101,10,23,15,0,14,12,1,0,0,0,0,0,101,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,15,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ZCTA5 78607,0,0,0,0,0,0,0,0,ZCTA5 78607,78607,*,1,,,0.038461538,0,12,0,1,12,0.080119746,1,3.636363636,83,0,0,1903,651.5,1402.5,0,1010,1199.5,
78608,Burnet County,264,95,49,72,64,75,71,22,0,0,0,8,6,264,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,72,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ZCTA5 78608,0,0,0,58,0,58,0,0.00%,ZCTA5 78608,78608,0,0,,,0,0,71,0,5,71,0.070462198,1,0.165289256,83,0,425.5,226.5,651.5,1442,0,565.7,350,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-98.097027,30.842351,0.0 -98.163561,31.032056,0.0 -98.138817,31.032056,0.0 -97.911721,31.034806,0.0 -97.828691,30.910535,0.0 -97.927667,30.818707,0.0 -98.097027,30.842351,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78609,Llano County,1560,257,130,121,111,172,158,68,44,45,35,52,49,1535,1535,0,0,0,0,0,0,25,22,0,0,0,0,3,0,870,6,121,13,10.70%,20,20,5,45,0,0,0,0,0,0,13,0,0,0,0,0,13,29.00%,ZCTA5 78609,0,0,5,26,5,31,0.161290323,16.10%,ZCTA5 78609,78609,*,3,,,0.115384615,0,158,0,13,158,0.082184672,2,0.041064758,514,1052.5,1511,1109,651.5,1737,699.5,1039.214286,1264,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-98.404954,30.815958,0.0 -98.409903,30.697186,0.0 -98.473138,30.692237,0.0 -98.578713,30.811009,0.0 -98.547371,30.820906,0.0 -98.450044,30.829154,0.0 -98.404954,30.815958,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78610,Caldwell County;Hays County;Travis County,25580,6933,5964,6788,7022,6798,6701,1948,1904,2101,2131,2049,2027,15441,14243,527,57,277,11,53,273,10139,7585,63,36,24,58,1989,384,8431,412,6793,701,10.30%,893,748,460,2101,104,0,152,140,20,10,93,46,100,36,0,0,243,12.00%,ZCTA5 78610,0,10,58,679,58,747,0.077643909,7.80%,ZCTA5 78610,78610,11,5,1,0,0.192307692,0,6701,0,234,6701,0.034920199,120,0.059212722,490,514,1318,985,651.5,676,887,788.7857143,757,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.652182,30.070334,0.0 -97.686274,30.04394,0.0 -97.711018,30.024145,0.0 -97.978805,30.060436,0.0 -98.010148,30.131919,0.0 -97.899624,30.130819,0.0 -97.814394,30.097827,0.0 -97.692873,30.075832,0.0 -97.652182,30.070334,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78611,Burnet County,13226,2826,3009,2938,2963,2953,2938,671,753,843,917,823,801,10737,10253,277,42,21,0,0,144,2489,2314,0,0,0,0,139,36,5068,451,2951,713,24.20%,559,268,16,843,183,0,133,28,6,29,155,0,82,73,0,24,338,40.00%,ZCTA5 78611,0,0,76,432,76,508,0.149606299,15.00%,ZCTA5 78611,78611,17,11,,,0.423076923,1,2938,0.00034038,210,2938,0.071479904,85,0.106071242,1085,1370,1502,1414,1654,1460,1420,1415,1815,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-98.429149,30.658145,0.0 -98.409903,30.697186,0.0 -98.404954,30.815958,0.0 -98.445645,30.921533,0.0 -98.439596,31.029307,0.0 -98.163561,31.032056,0.0 -98.097027,30.842351,0.0 -98.08548,30.604258,0.0 -98.429149,30.658145,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78612,Bastrop County;Travis County,10807,3218,3070,3341,2820,3168,3123,840,738,807,602,773,752,6594,5422,946,0,148,0,0,78,4213,3573,32,0,0,0,532,76,3565,207,3341,802,24.00%,391,348,68,807,131,14,153,86,78,67,56,18,120,53,15,11,219,27.00%,ZCTA5 78612,0,0,15,386,15,401,0.037406484,3.70%,ZCTA5 78612,78612,*,3,,,0.115384615,0,3123,0,206,3123,0.065952574,95,0.126326065,1078,997,1089,589,651.5,1318,1539,1037.357143,1257,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.455879,30.013147,0.0 -97.514715,30.0016,0.0 -97.572451,30.071983,0.0 -97.520763,30.197904,0.0 -97.49217,30.21275,0.0 -97.472375,30.183607,0.0 -97.390444,30.082431,0.0 -97.455879,30.013147,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78613,Travis County;Williamson County,68426,20397,20041,20161,20839,20448,20377,5525,6808,6664,7029,6674,6540,57752,48280,2816,126,4759,23,167,1581,10674,7913,48,14,233,0,2137,329,23336,1868,20173,1561,7.70%,3281,2374,1009,6664,327,50,143,27,47,61,272,31,306,145,82,70,680,10.00%,ZCTA5 78613,N/A,N/A,N/A,N/A,N/A,N/A,999,0,ZCTA5 78613,78613,40,13,36,7,0.5,5,20377,0.000245373,503,20377,0.024684559,269,0.04113108,387,476,0,1081,1579,449,634,767.6666667,714,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.796798,30.46789,0.0 -97.825941,30.455243,0.0 -97.845187,30.464041,0.0 -97.767105,30.542122,0.0 -97.74456,30.519028,0.0 -97.796798,30.46789,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78614,Gonzales County,492,96,259,206,46,176,157,35,61,50,16,45,41,369,369,0,0,0,0,0,0,123,26,0,0,0,0,97,0,179,0,206,182,88.30%,44,6,0,50,0,0,15,67,0,0,44,0,56,0,0,0,44,88.00%,ZCTA5 78614,0,0,0,12,0,12,0,0.00%,ZCTA5 78614,78614,0,0,,,0,0,157,0,2,157,0.012767838,0,0,1826,1738,425.5,226.5,651.5,200,103.5,738.7142857,661,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.587298,29.487472,0.0 -97.499318,29.466576,0.0 -97.590597,29.352753,0.0 -97.592246,29.395093,0.0 -97.609842,29.463827,0.0 -97.587298,29.487472,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78615,Travis County;Williamson County,818,319,152,113,97,196,175,75,66,49,39,61,58,743,738,0,0,0,0,0,5,75,55,0,2,0,0,18,0,349,16,113,5,4.40%,29,10,10,49,0,0,5,0,0,0,0,0,0,0,0,0,0,0.00%,ZCTA5 78615,N/A,N/A,N/A,N/A,N/A,N/A,999,0,ZCTA5 78615,78615,*,1,,,0.038461538,0,175,0,8,175,0.045625364,1,0.017222735,253,119,0,1393,651.5,1458,356.5,705.1666667,603,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.439383,30.414552,0.0 -97.489421,30.472289,0.0 -97.293117,30.539923,0.0 -97.192491,30.445895,0.0 -97.260125,30.4261,0.0 -97.439383,30.414552,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78616,Bastrop County;Caldwell County,5645,2174,1784,1705,1597,1878,1828,588,702,720,676,686,674,2973,2794,86,27,0,0,0,66,2672,1809,0,0,0,0,774,89,1799,187,1759,668,38.00%,286,326,108,720,187,0,146,35,69,14,24,21,44,46,0,82,232,32.00%,ZCTA5 78616,0,0,0,147,0,147,0,0.00%,ZCTA5 78616,78616,*,1,,,0.038461538,0,1828,0,149,1828,0.081529232,32,0.047447743,1503,1159,425.5,682,651.5,1612,699.5,961.7857143,1098,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.437733,29.889427,0.0 -97.426186,29.725015,0.0 -97.510866,29.678276,0.0 -97.562004,29.810245,0.0 -97.686274,30.04394,0.0 -97.652182,30.070334,0.0 -97.649983,30.068684,0.0 -97.572451,30.071983,0.0 -97.514715,30.0016,0.0 -97.437733,29.889427,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78617,Bastrop County;Travis County,21096,7308,6495,6263,6795,6828,6738,2088,2380,1919,2041,2156,2117,7331,4181,2218,61,434,0,0,437,13765,9277,217,306,0,0,3731,234,5628,689,6263,1439,23.00%,837,675,407,1919,233,26,232,124,0,97,247,94,237,75,12,62,600,31.00%,ZCTA5 78617,0,0,41,745,41,786,0.05216285,5.20%,ZCTA5 78617,78617,34,12,93,80,0.461538462,1,6738,0.000148416,476,6738,0.070646099,190,0.089759313,1033,1127,1183,1553,1476,1513,1407.5,1327.5,1734,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.572451,30.071983,0.0 -97.649983,30.068684,0.0 -97.671978,30.220448,0.0 -97.649983,30.235845,0.0 -97.541109,30.225947,0.0 -97.520763,30.197904,0.0 -97.572451,30.071983,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78618,Gillespie County;Mason County,283,60,50,21,18,42,38,11,11,4,0,8,7,266,259,0,0,0,0,0,7,17,17,0,0,0,0,0,0,149,0,21,11,52.40%,0,0,4,4,0,4,4,0,0,0,0,0,3,0,0,0,4,100.00%,ZCTA5 78618,0,0,0,3,0,3,0,0.00%,ZCTA5 78618,78618,0,0,,,0,0,38,0,1,38,0.026111896,1,0.147659546,1732,1756,425.5,226.5,651.5,1012,1825.5,1089.857143,1370,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-99.131333,30.498683,0.0 -99.162125,30.430499,0.0 -99.2688,30.499232,0.0 -99.131333,30.498683,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78619,Hays County,3446,738,923,1012,1055,967,939,184,109,112,136,144,137,3328,3302,5,0,9,0,0,12,118,98,0,0,0,0,20,0,1251,0,1021,12,1.20%,85,12,15,112,0,0,0,0,0,0,0,0,12,0,0,0,0,0.00%,ZCTA5 78619,0,0,0,46,0,46,0,0.00%,ZCTA5 78619,78619,*,2,,,0.076923077,0,939,0,24,939,0.025558384,12,0.08760168,178,119,425.5,828.5,651.5,420,1471.5,584.8571429,380,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.978805,30.060436,0.0 -97.989253,30.047239,0.0 -98.090979,30.109924,0.0 -98.008498,30.153364,0.0 -98.010148,30.131919,0.0 -97.978805,30.060436,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78620,Blanco County;Hays County;Travis County,14660,3867,4074,3780,3859,3926,3901,793,1024,966,968,963,943,12896,12446,80,66,72,0,0,232,1764,1506,0,0,4,0,193,61,5257,216,3788,284,7.50%,443,383,140,966,89,10,75,21,0,47,5,0,37,0,0,0,104,11.00%,ZCTA5 78620,0,0,0,409,0,409,0,0.00%,ZCTA5 78620,78620,*,6,,,0.230769231,0,3901,0,111,3901,0.028452191,51,0.054096556,377,490,425.5,555,651.5,555,818,553.1428571,331,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-98.012347,30.241893,0.0 -98.008498,30.153364,0.0 -98.090979,30.109924,0.0 -98.25209,30.154464,0.0 -98.236144,30.193505,0.0 -98.161912,30.372762,0.0 -98.081631,30.328223,0.0 -98.020595,30.290832,0.0 -98.012347,30.241893,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
