ZCTA,Corresponding Counties,Total Estimated Population,2010 Child Population Estimate (Under 18),2011 Child Population Estimate (Under 18),2012 Child Population Estimate (Under 18),2013 Child Population Estimate (Under 18),2014 Child Population Estimate (Under 18),2010 - 2014 Aggregated Child Population Estimate (under 18),2010 Child Population Estimate (5 and Under),2011 Child Population Estimate (5 and Under),2012 Child Population Estimate (5 and Under),2013 Child Population Estimate (5 and Under),2014 Child Population Estimate (5 and Under)-Please calculate a mean estimate for 2014,2010 - 2014 Aggregated Child Population Estimate (5 and Under)-Estimate the pop mean average for 2010-2014,Not Hispanic or Latino,"Non-Hispanic, White Alone","Non-Hispanic, Black or African American Alone","Non-Hispanic, American Indian and Alaska Native Alone","Non-Hispanic, Asian Alone","Non-Hispanic, Native Hawaiian and Pacific Islander Alone","Non-Hispanic, Other Alone","Non-Hispanic, Two or More Races",Hispanic or Latino,"Hispanic or Latino, White Alone","Hispanic or Latino, Black or African American Alone","Hispanic or Latino, American Indian and Alaska Native Alone","Hispanic or Latino, Asian Alone","Hispanic or Latino, Native Hawaiian and Pacific Islander Alone","Hispanic or Latino, Other Alone","Hispanic or Latino, Two or More Races",Total Estimated Households,"Estimated Family Households with Female Householder,No Husband Present, Children < 18",Total Estimated Child Population Under 18,Total Children in Poverty Under 18,Rate of Child Poverty Under 18,Total Poverty for Children under 3,poverty children 4 and 5,Poverty 5 years,Total Estimated Children 5 and Under,Under 5 in poverty (male),5 Years in poverty (male),6 to 11 in Poverty (male),12 to 14 in Poverty (male),15 years in Poverty (male),16 and 17 in Poverty (male),Under 5 in Poverty (female),5 Years in Poverty (female),6 to 11 in Poverty (female),12 to 14 in Poverty (female),15 years in Poverty (female),16 and 17 in Poverty (female),Children 5 and under in poverty,Rate of Child Poverty 5 and Under,Column172,Birth and Married,No Birth and Married,Birth and Unmarried,No Birth and Unmarried,Number of Teen Births (15-19yrs),Total Female Population (15-19yrs),Weighted Teen Birth (999 as no data),Rate of Teen Birth(15-19yrs),Column1,Zipcode,Unique Clients Admitted for Substance Abuse Treatment (*=supressed),Number of state funded substance abuse service types utilized within a zip code,Drug- Related Offenses,Family Violence Offenses (2014),Rate of Substane Abuse Treatments,Child Abuse and Neglect Related Fatalities (2010-2014),5yr. Aggregated Child Population Estimate (2010 - 2014),Rate of Child Abuse and Neglect Related Fatalities (Under 18),Total Substantiated Child Abuse Cases (Under age 18),5yr. Aggregated Child Population Estimate (under 18) 2010 - 2014,Rate of Substantiated Child Abuse Cases (Under age 18),Total Substantiated Child Abuse Cases (5 and Under),Rate of Substantiated Child Abuse Cases (5 and Under),Poverty Ranking for Children < 18,Poverty Ranking for Children < 5,Teen Birth Ranking (15-19yrs),Substance Abuse Ranking,Child Abuse and Neglect Related Fatalities Ranking,Substantiated Child Abuse Ranking < 18,Substantiated Child Abuse Ranking < 6,Mean of Rankings (all),Final Risk Ranking,geometry
78621,Bastrop County;Lee County;Travis County;Williamson County,21863,6379,6601,5836,6164,6326,6261,1713,2298,2360,2484,2299,2231,13526,10938,1964,29,108,0,120,367,8337,6269,97,127,15,0,1626,203,7631,515,5838,1537,26.30%,1077,977,306,2360,338,10,201,171,24,35,296,47,393,21,0,1,691,29.00%,ZCTA5 78621,N/A,N/A,N/A,N/A,N/A,N/A,999,0,ZCTA5 78621,78621,11,9,,,0.346153846,1,6261,0.000159711,340,6261,0.054301887,84,0.037653242,1171,1065,0,1025,1498,1240,563,1093.666667,1377,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.49217,30.21275,0.0 -97.439383,30.414552,0.0 -97.260125,30.4261,0.0 -97.251877,30.362865,0.0 -97.272772,30.29688,0.0 -97.355252,30.164911,0.0 -97.472375,30.183607,0.0 -97.49217,30.21275,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78622,Caldwell County,201,67,19,40,41,47,43,20,8,18,19,18,17,68,68,0,0,0,0,0,0,133,49,0,0,0,0,84,0,80,0,40,18,45.00%,0,18,0,18,8,0,10,0,0,0,0,0,0,0,0,0,8,44.00%,ZCTA5 78622,0,0,0,0,0,0,0,0,ZCTA5 78622,78622,0,0,,,0,0,43,0,0,43,0,0,0,1636,1458.5,0,226.5,651.5,72.5,103.5,691.4166667,567,
78623,Comal County;Hays County,809,116,96,164,153,140,134,23,0,0,0,9,6,809,778,0,0,0,0,0,31,0,0,0,0,0,0,0,0,359,0,164,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ZCTA5 78623,0,0,0,43,0,43,0,0.00%,ZCTA5 78623,78623,*,3,,,0.115384615,0,134,0,5,134,0.037359283,3,0.4743083,83,0,425.5,1433,651.5,572,0,633,443.5,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-98.356016,29.986754,0.0 -98.29773,30.037891,0.0 -98.194354,29.964759,0.0 -98.219648,29.948812,0.0 -98.334571,29.942214,0.0 -98.356016,29.986754,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78624,Gillespie County;Kendall County,21850,4403,4432,4404,4489,4442,4434,1106,1275,1223,1202,1219,1205,17263,16810,85,2,123,0,18,225,4587,4183,0,51,0,0,241,112,9179,516,4405,569,12.90%,583,481,159,1223,188,0,70,39,0,51,31,23,76,65,0,26,242,20.00%,ZCTA5 78624,0,10,50,480,50,540,0.092592593,9.30%,ZCTA5 78624,78624,20,10,,,0.384615385,0,4434,0,189,4434,0.042625022,83,0.068877738,591,769,1369,1254,651.5,892,1056,940.3571429,1058,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-98.729928,30.138518,0.0 -98.920183,30.138518,0.0 -99.209964,30.135218,0.0 -99.162125,30.430499,0.0 -99.131333,30.498683,0.0 -98.964172,30.54982,0.0 -98.690337,30.499232,0.0 -98.736526,30.414552,0.0 -98.590261,30.430499,0.0 -98.589711,30.392008,0.0 -98.588611,30.266087,0.0 -98.662843,30.139068,0.0 -98.729928,30.138518,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78626,Williamson County,27346,6998,8166,8543,7684,8014,7881,1902,2400,2366,2462,2347,2295,16856,15050,1172,0,257,0,51,326,10490,7996,346,32,0,0,1800,316,8797,555,8566,1594,18.60%,1141,741,484,2366,129,61,376,124,123,134,216,20,176,122,78,35,426,18.00%,ZCTA5 78626,N/A,N/A,N/A,N/A,N/A,N/A,999,0,ZCTA5 78626,78626,23,9,,,0.346153846,0,7881,0,313,7881,0.039715339,164,0.07144917,826,715,0,1201,651.5,724,1075,865.4166667,902,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.692323,30.558068,0.0 -97.694522,30.577314,0.0 -97.634037,30.773618,0.0 -97.539459,30.774717,0.0 -97.547707,30.752722,0.0 -97.471275,30.63615,0.0 -97.519664,30.630101,0.0 -97.601044,30.533324,0.0 -97.692323,30.558068,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78628,Williamson County,24603,5955,5997,5774,6109,5994,5966,1435,1822,1755,1759,1736,1701,20404,19248,575,0,273,0,40,268,4199,3368,15,0,0,0,713,103,9320,332,5774,331,5.70%,858,608,289,1755,0,0,45,83,0,19,30,19,49,73,0,13,49,3.00%,ZCTA5 78628,N/A,N/A,N/A,N/A,N/A,N/A,999,0,ZCTA5 78628,78628,14,9,,,0.346153846,1,5966,0.000167625,152,5966,0.025478931,86,0.050544304,312,270,0,1075,1499,488,761,734.1666667,650,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.694522,30.577314,0.0 -97.780852,30.577314,0.0 -97.859483,30.646598,0.0 -97.860583,30.708183,0.0 -97.849036,30.80496,0.0 -97.725865,30.758771,0.0 -97.634037,30.773618,0.0 -97.694522,30.577314,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78629,DeWitt County;Gonzales County,12018,3251,3291,3363,3504,3380,3358,948,1125,1070,1141,1093,1075,6756,5795,870,0,19,0,0,72,5262,1758,0,8,0,0,3360,136,3872,434,3370,1366,40.50%,527,344,199,1070,202,15,362,88,48,18,172,8,247,112,0,94,397,37.00%,ZCTA5 78629,0,0,50,432,50,482,0.10373444,10.40%,ZCTA5 78629,78629,*,5,,,0.192307692,0,3358,0,178,3358,0.053010682,77,0.071603074,1556,1300,1413,588,651.5,1126,1115,1107.071429,1401,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.590597,29.352753,0.0 -97.499318,29.466576,0.0 -97.587298,29.487472,0.0 -97.727514,29.524863,0.0 -97.686824,29.57875,0.0 -97.562004,29.650233,0.0 -97.416288,29.681026,0.0 -97.19799,29.585348,0.0 -97.211187,29.478124,0.0 -97.24033,29.384646,0.0 -97.289268,29.348904,0.0 -97.45038,29.230682,0.0 -97.592246,29.339007,0.0 -97.590597,29.352753,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78631,Gillespie County;Kerr County;Kimble County,2227,553,282,254,284,378,350,113,88,96,91,100,98,2024,1976,0,0,0,19,13,16,203,163,0,20,0,0,20,0,1075,19,254,46,18.10%,35,42,19,96,0,0,21,0,0,0,25,0,0,0,0,0,25,26.00%,ZCTA5 78631,0,5,0,9,0,14,0,0.00%,ZCTA5 78631,78631,*,2,,,0.076923077,0,350,0,25,350,0.071372469,10,0.102502841,803,964,425.5,996,651.5,1690,1441,995.8571429,1168,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-99.209964,30.135218,0.0 -99.214363,30.135218,0.0 -99.301242,30.183057,0.0 -99.301792,30.286433,0.0 -99.303992,30.499782,0.0 -99.2688,30.499232,0.0 -99.162125,30.430499,0.0 -99.209964,30.135218,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78632,Caldwell County;Gonzales County,723,180,84,155,152,153,145,56,13,24,20,33,29,575,504,36,0,35,0,0,0,148,43,0,0,0,0,105,0,311,35,155,14,9.00%,0,19,5,24,14,0,0,0,0,0,0,0,0,0,0,0,14,58.00%,ZCTA5 78632,0,0,0,0,0,0,0,0,ZCTA5 78632,78632,*,1,,,0.038461538,0,145,0,8,145,0.055246161,2,0.068487243,439,1649,0,1358,651.5,1099,1244,1073.416667,1340,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.562004,29.650233,0.0 -97.510866,29.678276,0.0 -97.426186,29.725015,0.0 -97.40969,29.735463,0.0 -97.416288,29.681026,0.0 -97.562004,29.650233,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78633,Williamson County,18462,2655,1833,1914,2112,2221,2147,554,408,471,503,499,487,17568,17068,131,76,222,16,7,48,894,775,0,0,0,0,70,49,8936,108,1915,49,2.60%,274,155,42,471,0,0,16,16,0,0,0,0,0,17,0,0,0,0.00%,ZCTA5 78633,N/A,N/A,N/A,N/A,N/A,N/A,999,0,ZCTA5 78633,78633,*,3,,,0.115384615,1,2147,0.000465766,66,2147,0.030740534,26,0.053381966,206,119,0,538,1725,677,855,686.6666667,553,
78634,Travis County;Williamson County,24306,7933,6977,7357,7419,7520,7441,2379,2582,2610,2548,2556,2535,17139,13177,3479,0,106,0,93,284,7167,6374,70,32,0,0,458,233,7878,659,7357,675,9.20%,1147,909,554,2610,36,0,87,24,0,13,165,0,285,0,8,57,201,8.00%,ZCTA5 78634,N/A,N/A,N/A,N/A,N/A,N/A,999,0,ZCTA5 78634,78634,15,9,,,0.346153846,0,7441,0,265,7441,0.035612772,123,0.048522004,451,405,0,1117,651.5,710,735,678.25,534,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.526812,30.475038,0.0 -97.581249,30.499782,0.0 -97.601044,30.533324,0.0 -97.519664,30.630101,0.0 -97.501518,30.477238,0.0 -97.526812,30.475038,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78635,Blanco County,19,22,0,0,0,8,6,7,0,0,0,3,2,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ZCTA5 78635,0,0,0,0,0,0,0,0,ZCTA5 78635,78635,0,0,,,0,0,6,0,0,6,0,0,0,0,0,0,226.5,0,72.5,103.5,134.1666667,38.5,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-98.587511,30.185806,0.0 -98.588061,30.239694,0.0 -98.491834,30.17206,0.0 -98.587511,30.185806,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78636,Blanco County,4014,836,662,858,794,809,792,211,212,256,284,250,243,3318,3231,1,0,28,0,0,58,696,693,0,0,0,0,3,0,1534,102,858,66,7.70%,110,50,96,256,35,17,14,0,0,0,0,0,0,0,0,0,52,20.00%,ZCTA5 78636,0,0,0,119,0,119,0,0.00%,ZCTA5 78636,78636,*,2,,,0.076923077,0,792,0,28,792,0.035358495,11,0.04535466,384,788,425.5,788,651.5,629,678,620.5714286,424,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-98.236144,30.193505,0.0 -98.491834,30.17206,0.0 -98.588061,30.239694,0.0 -98.588611,30.266087,0.0 -98.589711,30.392008,0.0 -98.355466,30.393657,0.0 -98.344469,30.484386,0.0 -98.16851,30.437097,0.0 -98.161912,30.372762,0.0 -98.236144,30.193505,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78638,Guadalupe County,2272,424,503,505,428,476,467,109,130,126,110,121,119,1807,1654,77,0,0,0,0,76,465,448,0,0,0,0,17,0,898,25,505,153,30.30%,43,56,27,126,0,0,17,36,10,0,0,0,38,0,22,30,0,0.00%,ZCTA5 78638,0,0,0,130,0,130,0,0.00%,ZCTA5 78638,78638,*,2,,,0.076923077,0,467,0,24,467,0.051363979,2,0.016765775,1308,119,425.5,1007,651.5,1008,315.5,690.6428571,565,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.727514,29.524863,0.0 -97.739612,29.509466,0.0 -97.948562,29.750309,0.0 -97.843537,29.787151,0.0 -97.751709,29.715668,0.0 -97.686824,29.57875,0.0 -97.727514,29.524863,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78639,Burnet County;Llano County,7334,1392,1462,1545,1801,1595,1559,383,698,674,706,654,623,6337,6121,179,0,0,0,0,37,997,744,0,0,0,0,73,180,2779,294,1545,520,33.70%,343,197,134,674,33,26,140,14,0,0,171,0,108,28,0,0,230,34.00%,ZCTA5 78639,8,0,7,161,15,176,0.085227273,8.50%,ZCTA5 78639,78639,*,6,,,0.230769231,1,1559,0.000641465,129,1559,0.082748966,69,0.110750599,1413,1218,1352,664,1753.5,1602,1428,1347.214286,1755,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-98.429149,30.658145,0.0 -98.429149,30.654846,0.0 -98.473138,30.692237,0.0 -98.409903,30.697186,0.0 -98.429149,30.658145,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78640,Caldwell County;Hays County,43427,14473,13453,13643,14196,14060,13965,4140,5134,4867,4953,4883,4795,20405,17044,2479,73,338,0,62,409,23022,14619,58,137,0,85,7158,965,12959,878,13643,2056,15.10%,2169,1713,985,4867,191,26,359,232,46,11,191,196,474,104,46,180,604,12.00%,ZCTA5 78640,0,11,41,1332,41,1384,0.029624277,3.00%,ZCTA5 78640,78640,42,9,,,0.346153846,1,13965,0.0000716,566,13965,0.040529992,253,0.052759583,683,539,1035,1285,1330,861,807,934.2857143,1046,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.711018,30.024145,0.0 -97.794599,29.920769,0.0 -97.849036,29.91582,0.0 -97.940314,30.012597,0.0 -97.989253,30.047239,0.0 -97.978805,30.060436,0.0 -97.711018,30.024145,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78641,Travis County;Williamson County,48854,14064,13983,15017,15374,14783,14644,3856,5178,5421,5018,5042,4903,37091,33627,1369,105,949,0,91,950,11763,8982,148,23,0,0,2100,510,15625,1027,15018,855,5.70%,2256,2040,1125,5421,126,77,165,68,0,0,118,40,145,47,4,65,361,7.00%,ZCTA5 78641,N/A,N/A,N/A,N/A,N/A,N/A,999,0,ZCTA5 78641,78641,27,12,,,0.461538462,0,14644,0,489,14644,0.033392178,220,0.044870545,309,377,0,1059,651.5,627,637,610.0833333,410,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.845187,30.464041,0.0 -97.87213,30.433798,0.0 -97.910621,30.422251,0.0 -97.919419,30.433248,0.0 -97.978805,30.495933,0.0 -98.066784,30.59271,0.0 -98.049738,30.624053,0.0 -97.859483,30.646598,0.0 -97.780852,30.577314,0.0 -97.767105,30.542122,0.0 -97.845187,30.464041,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78642,Burnet County;Williamson County,9341,2686,2692,2655,2658,2677,2674,584,781,852,733,766,743,7979,7700,62,42,37,0,0,138,1362,978,0,3,0,0,288,93,3008,90,2720,249,9.20%,452,289,111,852,117,0,34,0,0,0,69,0,18,4,0,7,186,22.00%,ZCTA5 78642,N/A,N/A,N/A,N/A,N/A,N/A,999,0,ZCTA5 78642,78642,*,7,,,0.269230769,0,2674,0,135,2674,0.050491863,58,0.078044006,448,837,0,624,651.5,1055,1059,779.0833333,745,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.970557,30.765919,0.0 -97.860583,30.708183,0.0 -97.859483,30.646598,0.0 -98.049738,30.624053,0.0 -97.970557,30.765919,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78643,Blanco County;Llano County,6081,1159,1268,1289,1065,1221,1200,282,203,309,267,276,267,5419,5282,26,13,0,0,2,96,662,627,0,0,0,0,32,3,2582,99,1289,444,34.40%,90,105,114,309,24,35,135,36,0,54,66,0,43,26,0,25,125,40.00%,ZCTA5 78643,0,0,0,230,0,230,0,0.00%,ZCTA5 78643,78643,10,9,,,0.346153846,1,1200,0.000833026,84,1200,0.069974168,38,0.142056296,1425,1381,425.5,1497,1774,1379,1561,1348.928571,1757,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-98.429149,30.654846,0.0 -98.46379,30.501432,0.0 -98.59191,30.499782,0.0 -98.690337,30.499232,0.0 -98.964172,30.54982,0.0 -98.964172,30.6345,0.0 -98.886091,30.751623,0.0 -98.695836,30.769219,0.0 -98.72058,30.920983,0.0 -98.625452,30.920433,0.0 -98.578713,30.811009,0.0 -98.473138,30.692237,0.0 -98.429149,30.654846,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78644,Caldwell County,17542,4321,3899,4039,3989,4108,4071,1131,1281,1307,1227,1256,1240,8948,7414,1236,33,38,16,0,211,8594,5538,0,296,0,0,2367,393,5178,297,4147,1138,27.40%,593,402,312,1307,165,100,216,32,8,125,126,64,134,99,57,12,455,35.00%,ZCTA5 78644,0,6,23,485,23,514,0.044747082,4.50%,ZCTA5 78644,78644,19,13,,,0.5,1,4071,0.000245633,322,4071,0.079093981,130,0.104805634,1208,1242,1146,1342,1569,1537,1411,1350.714286,1759,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.562004,29.810245,0.0 -97.735763,29.786601,0.0 -97.764356,29.880079,0.0 -97.794599,29.920769,0.0 -97.711018,30.024145,0.0 -97.686274,30.04394,0.0 -97.562004,29.810245,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78645,Travis County,10148,1916,1947,1959,1715,1913,1890,442,465,439,372,440,432,9084,8856,88,19,27,0,0,94,1064,892,0,0,21,0,35,116,4254,178,1959,283,14.40%,153,164,122,439,21,56,0,3,59,0,28,0,0,114,0,2,105,24.00%,ZCTA5 78645,0,0,0,157,0,157,0,0.00%,ZCTA5 78645,78645,*,5,,,0.192307692,0,1890,0,69,1890,0.036508633,25,0.057937064,654,902,425.5,607,651.5,688,884,687.4285714,556,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.919419,30.433248,0.0 -98.004649,30.372762,0.0 -98.003549,30.473938,0.0 -97.978805,30.495933,0.0 -97.919419,30.433248,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78648,Caldwell County;Gonzales County;Guadalupe County,7866,2038,1963,1915,1857,1962,1947,576,749,587,616,652,636,5231,4504,710,8,0,0,9,0,2635,1465,0,0,0,0,745,425,2943,300,1915,309,16.10%,164,298,125,587,159,0,0,17,53,0,0,0,29,0,51,0,159,27.00%,ZCTA5 78648,0,0,0,292,0,292,0,0.00%,ZCTA5 78648,78648,*,4,,,0.153846154,0,1947,0,124,1947,0.063685101,62,0.097485779,729,996,425.5,648,651.5,1374,1456,897.1428571,974,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.562004,29.650233,0.0 -97.686824,29.57875,0.0 -97.751709,29.715668,0.0 -97.735763,29.786601,0.0 -97.562004,29.810245,0.0 -97.510866,29.678276,0.0 -97.562004,29.650233,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78650,Bastrop County;Lee County,1746,419,479,435,440,450,445,118,113,122,95,115,113,1169,1155,6,0,0,0,0,8,577,565,0,0,0,0,8,4,572,22,435,64,14.70%,58,45,19,122,9,0,17,6,5,0,4,7,12,4,0,0,20,16.00%,ZCTA5 78650,0,0,0,83,0,83,0,0.00%,ZCTA5 78650,78650,*,2,,,0.076923077,0,445,0,30,445,0.067488066,9,0.07993192,665,652,425.5,1084,651.5,1434,1132,863.4285714,896.5,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.272772,30.29688,0.0 -97.251877,30.362865,0.0 -97.136404,30.29578,0.0 -97.229332,30.199553,0.0 -97.272772,30.29688,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78652,Hays County;Travis County,5117,807,853,980,1097,967,941,232,311,317,344,313,303,3547,3376,84,0,55,0,0,32,1570,1273,40,0,0,0,174,83,1845,99,980,7,0.70%,137,125,55,317,0,0,0,0,0,0,0,0,0,0,7,0,0,0.00%,ZCTA5 78652,0,0,0,263,0,263,0,0.00%,ZCTA5 78652,78652,*,4,19,4,0.153846154,0,941,0,32,941,0.034013855,20,0.065917545,173,119,425.5,750,651.5,630,998,535.2857143,308,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.798448,30.135218,0.0 -97.814394,30.097827,0.0 -97.899624,30.130819,0.0 -97.928767,30.181957,0.0 -97.846836,30.141267,0.0 -97.798448,30.135218,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78653,Travis County,16917,5340,5047,5496,5739,5478,5420,1672,2193,2305,2391,2221,2156,8307,4127,3696,0,297,0,10,177,8610,5730,12,161,0,0,2336,371,4980,434,5496,1031,18.80%,1125,776,404,2305,143,21,217,59,12,69,127,51,203,83,8,38,342,15.00%,ZCTA5 78653,43,8,19,540,62,610,0.101639344,10.20%,ZCTA5 78653,78653,25,8,12,9,0.307692308,0,5420,0,249,5420,0.045940978,106,0.049156547,837,610,1410,1508,651.5,946,720,954.6428571,1080.5,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.541109,30.225947,0.0 -97.560904,30.249042,0.0 -97.601594,30.336471,0.0 -97.636786,30.402455,0.0 -97.526812,30.475038,0.0 -97.501518,30.477238,0.0 -97.489421,30.472289,0.0 -97.439383,30.414552,0.0 -97.49217,30.21275,0.0 -97.520763,30.197904,0.0 -97.541109,30.225947,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78654,Burnet County;Travis County,16916,4264,3483,3571,3722,3848,3778,1127,1162,1143,1094,1139,1133,12483,11859,447,25,103,0,0,49,4433,3949,0,0,0,0,416,68,6732,523,3571,895,25.10%,301,518,324,1143,98,45,106,88,23,68,105,96,164,92,10,0,344,30.00%,ZCTA5 78654,0,42,0,346,0,388,0,0.00%,ZCTA5 78654,78654,14,5,,,0.192307692,1,3778,0.000264725,218,3778,0.057709977,97,0.085617935,1116,1088,425.5,1198,1616,1302,1262,1143.928571,1474,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-98.003549,30.473938,0.0 -98.12672,30.541023,0.0 -98.16851,30.437097,0.0 -98.344469,30.484386,0.0 -98.46379,30.501432,0.0 -98.429149,30.654846,0.0 -98.429149,30.658145,0.0 -98.08548,30.604258,0.0 -98.066784,30.59271,0.0 -97.978805,30.495933,0.0 -98.003549,30.473938,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78655,Caldwell County;Guadalupe County,3917,706,1049,1078,1188,1057,1016,200,257,296,276,268,259,1373,1146,195,0,0,0,0,32,2544,1265,0,0,0,0,1224,55,1112,169,1078,110,10.20%,176,99,21,296,0,0,36,19,5,0,12,0,12,19,0,7,12,4.00%,ZCTA5 78655,0,4,39,184,39,227,0.171806167,17.20%,ZCTA5 78655,78655,0,0,,,0,0,1016,0,32,1016,0.031506466,5,0.019281364,486,295,1517,226.5,651.5,560,325,580.1428571,370,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.751709,29.715668,0.0 -97.843537,29.787151,0.0 -97.845187,29.839388,0.0 -97.764356,29.880079,0.0 -97.735763,29.786601,0.0 -97.751709,29.715668,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78656,Caldwell County;Hays County,2118,660,800,800,563,735,712,184,295,363,250,292,277,712,687,25,0,0,0,0,0,1406,814,0,0,0,0,592,0,534,71,800,182,22.80%,199,68,96,363,29,0,58,0,0,0,19,0,47,0,0,29,48,13.00%,ZCTA5 78656,0,7,0,66,0,73,0,0.00%,ZCTA5 78656,78656,*,2,,,0.076923077,0,712,0,37,712,0.051999846,5,0.018065697,1025,560,425.5,942,651.5,979,296,697,580.5,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.845187,29.839388,0.0 -97.849036,29.91582,0.0 -97.794599,29.920769,0.0 -97.764356,29.880079,0.0 -97.845187,29.839388,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78657,Burnet County;Llano County,6236,774,873,793,865,839,829,208,275,217,250,245,239,5928,5711,108,38,0,12,0,59,308,263,0,0,0,0,21,24,2795,18,793,117,14.80%,68,124,25,217,0,0,16,29,0,0,0,0,36,16,6,14,0,0.00%,ZCTA5 78657,0,0,0,121,0,121,0,0.00%,ZCTA5 78657,78657,*,2,,,0.076923077,1,829,0.001206631,71,829,0.0856708,33,0.138051103,667,119,425.5,697,1813,1638,1679,1005.5,1190,
78659,Bastrop County;Lee County,3140,644,718,595,710,681,670,167,184,121,149,162,157,2954,2809,121,0,24,0,0,0,186,162,0,0,0,0,24,0,1074,16,595,199,33.40%,19,49,53,121,0,53,0,104,0,0,0,0,42,0,0,0,53,44.00%,ZCTA5 78659,0,0,0,93,0,93,0,0.00%,ZCTA5 78659,78659,0,0,,,0,0,670,0,36,670,0.053758612,19,0.121330679,1405,1446,425.5,226.5,651.5,1289,1695,1019.785714,1218,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.047875,30.137968,0.0 -97.184243,30.113224,0.0 -97.229332,30.199553,0.0 -97.136404,30.29578,0.0 -96.997837,30.226497,0.0 -96.962095,30.142917,0.0 -97.047875,30.137968,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
78660,Travis County,75038,21564,22308,22650,23670,22767,22592,5776,7013,7405,7910,7254,7072,52144,32354,10870,204,7492,0,169,1055,22894,18609,134,242,103,0,3205,601,24309,2389,22654,3438,15.20%,3801,2692,912,7405,618,99,730,335,107,180,284,45,688,206,69,77,1046,14.00%,ZCTA5 78660,N/A,N/A,N/A,N/A,N/A,N/A,999,0,ZCTA5 78660,78660,47,12,56,5,0.461538462,2,22592,0.000088528,737,22592,0.032622552,329,0.046524574,689,591,0,1121,1352,624,698,845.8333333,863,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.641735,30.406854,0.0 -97.671428,30.42445,0.0 -97.670878,30.471189,0.0 -97.581249,30.499782,0.0 -97.526812,30.475038,0.0 -97.636786,30.402455,0.0 -97.641735,30.406854,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
